,asia,tub,smoke,lung,bronc,either,xray,dysp
4780,no,no,yes,no,yes,no,no,yes
4781,no,no,yes,no,yes,no,no,yes
4782,no,no,yes,no,yes,no,no,yes
4783,no,no,no,no,no,no,no,yes
4784,no,no,yes,no,yes,no,no,yes
4785,no,no,yes,no,no,no,no,no
4786,no,no,no,no,no,no,no,no
4787,no,no,no,no,no,no,no,no
4788,no,no,no,no,no,no,no,no
4789,no,no,no,no,no,no,no,no
4790,no,no,no,no,no,no,yes,no
4791,no,no,no,no,no,no,no,no
4792,no,no,yes,no,yes,no,no,yes
4793,no,no,yes,no,no,no,no,no
4794,no,no,no,no,no,no,no,no
4795,no,no,no,no,no,no,no,no
4796,no,no,yes,no,yes,no,yes,yes
4797,no,no,no,no,no,no,no,no
4798,no,no,yes,no,yes,no,no,yes
4799,no,no,no,no,no,no,no,no
4800,no,no,no,no,no,no,no,no
4801,no,no,yes,no,no,no,no,no
4802,no,no,yes,no,no,no,no,no
4803,no,no,yes,no,yes,no,yes,no
4804,no,no,no,no,no,no,no,no
4805,no,no,yes,no,yes,no,no,yes
4806,no,no,no,no,yes,no,no,yes
4807,no,no,no,no,no,no,no,no
4808,no,no,yes,no,no,no,no,no
4809,no,no,no,no,no,no,no,no
4810,no,no,no,no,no,no,no,no
4811,no,no,no,no,no,no,yes,no
4812,no,no,no,no,no,no,no,yes
4813,no,no,yes,yes,no,yes,yes,yes
4814,no,no,yes,no,yes,no,no,yes
4815,no,no,no,no,no,no,no,no
4816,no,no,no,no,no,no,no,no
4817,no,no,no,no,no,no,no,no
4818,no,no,yes,no,yes,no,no,yes
4819,no,no,yes,no,yes,no,no,no
4820,no,no,no,no,yes,no,no,yes
4821,no,no,no,no,no,no,no,no
4822,no,no,yes,no,yes,no,no,yes
4823,no,no,yes,no,yes,no,no,yes
4824,no,no,yes,no,yes,no,no,yes
4825,no,no,no,no,no,no,no,no
4826,no,no,no,no,no,no,yes,no
4827,no,no,yes,no,yes,no,no,yes
4828,no,no,no,no,no,no,no,no
4829,no,no,yes,no,no,no,no,no
4830,yes,no,yes,no,yes,no,yes,yes
4831,no,no,yes,no,yes,no,no,yes
4832,no,no,no,no,no,no,no,no
4833,no,no,no,no,no,no,no,no
4834,no,no,no,no,no,no,no,no
4835,no,no,yes,no,no,no,no,no
4836,no,no,yes,no,no,no,no,no
4837,no,no,no,no,no,no,no,no
4838,no,no,yes,no,yes,no,no,yes
4839,no,no,no,no,yes,no,no,yes
4840,no,no,yes,no,no,no,no,no
4841,no,no,yes,yes,yes,yes,no,yes
4842,no,no,yes,yes,no,yes,yes,yes
4843,no,no,yes,no,no,no,no,no
4844,no,no,yes,no,yes,no,yes,yes
4845,no,no,yes,yes,no,yes,yes,yes
4846,no,no,no,no,no,no,no,no
4847,no,no,no,no,no,no,yes,no
4848,no,no,yes,no,no,no,yes,no
4849,no,no,yes,yes,no,yes,yes,yes
4850,no,no,yes,no,yes,no,no,no
4851,no,no,yes,no,no,no,no,no
4852,no,no,yes,no,no,no,no,no
4853,no,no,no,no,yes,no,no,yes
4854,no,no,no,no,yes,no,no,no
4855,no,no,yes,no,no,no,yes,no
4856,no,no,yes,no,no,no,yes,yes
4857,no,no,yes,no,yes,no,no,yes
4858,no,no,no,no,no,no,no,no
4859,no,no,yes,no,no,no,no,no
4860,no,no,yes,no,no,no,no,no
4861,no,no,yes,yes,no,yes,yes,no
4862,no,no,yes,no,no,no,yes,no
4863,no,no,no,no,no,no,yes,no
4864,no,no,no,no,no,no,no,no
4865,no,no,no,no,no,no,no,no
4866,no,no,yes,no,yes,no,no,no
4867,no,no,yes,no,no,no,no,no
4868,no,no,no,no,no,no,no,no
4869,no,no,yes,no,yes,no,no,yes
4870,no,no,yes,no,no,no,no,no
4871,no,no,no,no,no,no,no,no
4872,no,no,no,no,no,no,no,no
4873,no,no,yes,no,no,no,no,no
4874,no,no,no,no,no,no,no,no
4875,no,no,yes,yes,yes,yes,yes,yes
4876,no,no,no,no,yes,no,yes,yes
4877,no,no,yes,no,yes,no,no,yes
4878,no,no,no,no,no,no,no,no
4879,no,no,yes,no,no,no,no,no
4880,no,no,yes,no,yes,no,no,yes
4881,no,no,no,no,yes,no,no,no
4882,no,no,no,no,no,no,no,no
4883,no,no,no,no,no,no,no,no
4884,no,no,no,no,no,no,no,no
4885,no,no,no,no,no,no,no,no
4886,no,no,no,no,no,no,no,yes
4887,no,no,yes,no,no,no,no,no
4888,no,no,yes,no,no,no,no,no
4889,no,no,yes,no,yes,no,no,no
4890,no,no,no,no,no,no,no,no
4891,no,no,yes,no,yes,no,no,yes
4892,no,no,yes,no,yes,no,no,no
4893,no,no,yes,no,yes,no,no,yes
4894,no,no,yes,no,yes,no,no,yes
4895,no,no,yes,no,no,no,no,no
4896,no,no,no,no,no,no,no,no
4897,no,no,no,no,no,no,no,no
4898,no,no,yes,no,no,no,no,no
4899,no,no,no,no,no,no,no,no
4900,no,no,no,no,no,no,yes,yes
4901,no,no,no,no,yes,no,no,yes
4902,no,no,no,no,no,no,no,no
4903,no,no,no,no,no,no,no,no
4904,no,no,yes,no,no,no,no,no
4905,no,no,yes,no,yes,no,no,yes
4906,no,no,no,no,no,no,no,no
4907,no,no,no,no,no,no,no,no
4908,no,no,no,no,no,no,no,no
4909,no,no,yes,no,no,no,no,no
4910,no,no,no,no,yes,no,no,yes
4911,no,no,no,no,no,no,no,no
4912,no,no,no,no,yes,no,no,yes
4913,no,no,no,no,yes,no,yes,yes
4914,no,no,no,no,no,no,no,no
4915,no,no,yes,no,no,no,no,no
4916,no,no,no,no,yes,no,no,yes
4917,no,no,no,no,no,no,no,no
4918,no,no,no,no,yes,no,no,yes
4919,no,no,no,no,yes,no,no,yes
4920,no,yes,no,no,no,yes,yes,yes
4921,no,no,yes,no,no,no,no,yes
4922,no,no,no,no,no,no,no,no
4923,no,no,no,no,yes,no,no,yes
4924,no,no,no,no,no,no,no,no
4925,no,no,yes,no,yes,no,no,yes
4926,no,no,no,no,no,no,no,no
4927,no,no,no,no,no,no,no,no
4928,no,no,no,no,no,no,no,no
4929,no,no,yes,no,no,no,no,no
4930,no,no,yes,no,no,no,no,no
4931,no,no,no,no,yes,no,no,yes
4932,no,no,yes,no,yes,no,no,yes
4933,no,no,yes,no,yes,no,no,yes
4934,no,no,no,no,no,no,no,no
4935,no,no,yes,no,yes,no,no,yes
4936,no,no,yes,no,yes,no,no,yes
4937,no,no,no,no,no,no,no,no
4938,no,no,no,no,yes,no,no,no
4939,no,no,no,no,no,no,no,no
4940,no,no,yes,no,no,no,no,no
4941,no,no,no,no,no,no,no,no
4942,no,no,no,no,no,no,no,no
4943,no,no,no,no,no,no,no,no
4944,no,no,yes,no,no,no,no,no
4945,no,no,no,no,no,no,yes,no
4946,no,no,yes,no,yes,no,no,yes
4947,no,no,no,no,yes,no,no,yes
4948,no,no,yes,no,yes,no,no,yes
4949,no,no,no,no,no,no,no,no
4950,no,no,yes,no,yes,no,no,yes
4951,no,no,yes,no,no,no,no,no
4952,no,no,yes,no,no,no,no,no
4953,no,no,yes,no,yes,no,no,yes
4954,no,no,yes,no,no,no,no,no
4955,no,no,yes,no,yes,no,no,yes
4956,no,no,no,no,no,no,no,no
4957,no,no,no,no,yes,no,no,yes
4958,no,no,no,no,no,no,no,no
4959,no,no,yes,no,no,no,no,no
4960,no,no,no,no,yes,no,no,yes
4961,no,no,no,no,no,no,no,no
4962,no,no,no,no,no,no,no,no
4963,no,no,yes,no,yes,no,no,no
4964,no,no,yes,yes,no,yes,yes,yes
4965,no,no,no,no,no,no,no,no
4966,no,no,no,no,yes,no,no,yes
4967,no,no,yes,no,no,no,yes,no
4968,no,no,yes,no,yes,no,no,yes
4969,no,no,yes,no,yes,no,no,yes
4970,no,no,no,no,no,no,no,no
4971,no,no,no,no,no,no,no,no
4972,no,no,no,no,yes,no,no,yes
4973,no,no,no,no,yes,no,no,yes
4974,no,no,no,no,no,no,no,no
4975,no,no,no,no,yes,no,no,yes
4976,no,no,no,no,no,no,no,no
4977,no,no,yes,yes,yes,yes,yes,yes
4978,no,no,no,no,no,no,no,no
4979,no,no,yes,no,yes,no,no,no
4980,no,no,no,no,no,no,yes,yes
4981,no,no,no,no,no,no,no,no
4982,no,no,yes,no,yes,no,no,yes
4983,no,no,yes,no,no,no,no,no
4984,no,no,yes,no,yes,no,no,yes
4985,no,no,yes,no,no,no,no,no
4986,no,no,no,no,no,no,no,no
4987,no,no,yes,no,yes,no,no,yes
4988,no,no,yes,no,yes,no,no,yes
4989,no,no,yes,no,no,no,no,no
4990,no,no,yes,no,yes,no,no,yes
4991,no,no,no,no,no,no,yes,no
4992,no,no,no,no,no,no,no,no
4993,no,no,no,no,no,no,no,no
4994,no,no,yes,yes,no,yes,yes,no
4995,no,no,no,no,no,no,no,no
4996,no,no,yes,no,no,no,no,no
4997,no,no,no,no,no,no,no,no
4998,no,no,no,no,yes,no,no,yes
4999,no,no,yes,yes,yes,yes,yes,yes
