,N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
3894,Neutral,Down,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,Weak,Strong,StrongWest,Weak,None,Weak,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SVR,Aug20_Sep15,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Neutral,Average,Average,B,None,Moderate,Moderate,B,XNIL,XNIL,SVR,HighEvrywher,Stable,VeryMoist,ModerateOrLe,NoMajor,DryMMoistL,DenvCyclone,PosToNeg,Other,AllElse,LVorOther,DenvCyclone
3895,WeakUp,Neutral,Neutral,WeakUp,WeakUp,Wet,Dry,Wet,VeryWet,Cloudy,PC,Cloudy,Cloudy,Strong,Strong,Westerly,Weak,Weak,Strong,Some,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,Jun15_Jul1,E,CThruK,PartInhibit,MoreThanAve,MoreThanAve,CDEJ,LIGt0,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Strong,Strong,E,XNIL,XNIL,SIG,LowNHighS,ModerateOrLe,Average,ModerateOrLe,NoMajor,MoistMDryL,DryLine,LittleChange,None,SWQuad,Westerly,LV
3896,WeakUp,Down,Neutral,WeakUp,WeakUp,Neutral,Dry,Dry,Neutral,Clear,Clear,Clear,Clear,Weak,Strong,Westerly,Strong,Strong,Strong,Marked,LittleChange,LittleChange,WeakPos,LittleChange,SIG,Jul16_Aug10,H,CThruK,PartInhibit,LessThanAve,LessThanAve,H,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,HI,PartInhibit,Moderate,None,H,XNIL,XNIL,SIG,Other,ModerateOrLe,Average,ModerateOrLe,MarkedUpper,DryMMoistL,E_W_N,NegToPos,Moving,LV,Westerly,LV
3897,Neutral,Neutral,StrongUp,StrongUp,StrongUp,Neutral,Neutral,Neutral,VeryWet,Clear,PC,Clear,Cloudy,Strong,Strong,DCVZFavor,Strong,None,Strong,Marked,DecCapIncIns,Decreasing,Negative,Decreasing,SVR,May15_Jun14,K,CThruK,PartInhibit,Average,LessThanAve,K,LIGt0,Neutral,Average,Average,ACEFK,None,Moderate,Strong,K,SVR,XNIL,SVR,Other,ModerateOrLe,Average,CloseToDryAd,MarkedUpper,Other,MovingFtorOt,SigNegative,None,NWQuad,Westerly,E_NE
3898,WeakUp,StronUp,Down,Neutral,Neutral,VeryWet,Neutral,Neutral,Neutral,PC,Cloudy,Cloudy,PC,None,Weak,Other,None,None,None,None,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,May15_Jun14,K,CThruK,PartInhibit,MoreThanAve,MoreThanAve,K,N1GtLIGt_4,Stability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,None,K,XNIL,XNIL,XNIL,LowEvrywhere,Steep,Average,ModerateOrLe,StrongFront,Other,MovingFtorOt,NegToPos,Other,AllElse,LVorOther,WidespdDnsl
3899,StrongUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,PC,Cloudy,Cloudy,None,None,Westerly,None,None,None,None,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Jul16_Aug10,K,CThruK,PartInhibit,Average,Average,K,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Unfavorable,None,K,XNIL,XNIL,XNIL,Other,Stable,Average,CloseToDryAd,MarkedUpper,DryMMoistL,DenvCyclone,SigPositive,Moving,AllElse,Westerly,WidespdDnsl
3900,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Wet,Neutral,Neutral,Clear,PC,Clear,Clear,None,None,Westerly,None,Strong,Weak,None,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,Jul16_Aug10,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Stability,Average,LessUnstable,B,PartInhibit,Strong,Strong,B,SIG,SIG,SIG,LowMtsHighPl,Steep,Average,Steep,NoMajor,DryMMoistL,DryLine,LittleChange,Other,AllElse,LVorOther,DenvCyclone
3901,WeakUp,WeakUp,StrongUp,StrongUp,StrongUp,Wet,Neutral,Wet,VeryWet,PC,PC,PC,Cloudy,Weak,Weak,Westerly,None,Weak,None,None,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,Jul16_Aug10,E,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,Average,ACEFK,Stifling,Unfavorable,Slight,E,XNIL,XNIL,XNIL,Other,CloseToDryAd,Dry,Steep,NoMajor,MoistMDryL,None,SigPositive,None,AllElse,Westerly,LV
3902,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Dry,Dry,Dry,Clear,PC,Clear,Clear,None,None,DCVZFavor,None,Weak,None,None,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,May15_Jun14,H,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,H,LILt_8,Stability,MoreUnstable,Average,HI,None,Weak,Slight,H,XNIL,XNIL,XNIL,LowMtsHighPl,ModerateOrLe,VeryMoist,ModerateOrLe,MarkedUpper,DryMMoistL,None,PosToNeg,None,NWQuad,LVorOther,SEQuad
3903,StrongUp,Neutral,Down,WeakUp,WeakUp,Dry,Wet,Dry,Dry,PC,Cloudy,Cloudy,Cloudy,Strong,Strong,DCVZFavor,Strong,None,Strong,Marked,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,Jul16_Aug10,I,CThruK,None,LessThanAve,LessThanAve,ABI,LILt_8,Stability,LessUnstable,LessUnstable,HI,None,Weak,Moderate,I,XNIL,XNIL,SIG,LowSHighN,ModerateOrLe,Dry,ModerateOrLe,NoMajor,Other,E_W_S,PosToNeg,QStationary,AllElse,Westerly,DenvCyclone
3904,StrongUp,Neutral,Neutral,WeakUp,WeakUp,Wet,Neutral,Dry,Neutral,PC,Cloudy,Cloudy,Cloudy,Weak,Weak,DCVZFavor,Weak,None,None,Some,IncCapDecIns,Increasing,Negative,Decreasing,SIG,May15_Jun14,B,AB,None,LessThanAve,Average,ABI,LIGt0,Instability,Average,LessUnstable,B,PartInhibit,Unfavorable,None,B,XNIL,XNIL,SIG,LowNHighS,Steep,Dry,ModerateOrLe,NoMajor,DryMMoistL,MovingFtorOt,PosToNeg,Other,SWQuad,LVorOther,DenvCyclone
3905,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,Wet,Wet,Neutral,PC,Clear,Clear,Clear,Strong,Strong,Other,Weak,None,None,None,LittleChange,LittleChange,WeakPos,Increasing,SIG,Aug11_Aug20,C,CThruK,None,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,ACEFK,None,Moderate,Moderate,C,XNIL,XNIL,SIG,LowAtStation,CloseToDryAd,Dry,ModerateOrLe,OtherRapid,Other,E_W_N,SigNegative,QStationary,NWQuad,Westerly,LongAnticyc
3906,Down,Down,Neutral,Neutral,Neutral,Wet,Neutral,Wet,VeryWet,Clear,PC,Cloudy,Cloudy,Weak,Weak,DCVZFavor,None,Strong,Weak,Some,IncCapDecIns,Increasing,Neutral,Decreasing,XNIL,Aug20_Sep15,K,CThruK,None,LessThanAve,MoreThanAve,K,N5GtLIGt_8,Stability,MoreUnstable,LessUnstable,ACEFK,None,Weak,None,K,XNIL,XNIL,XNIL,LowNHighS,Steep,Average,Steep,StrongFront,Other,MovingFtorOt,SigPositive,Moving,NWQuad,Westerly,SEQuad
3907,WeakUp,Neutral,Down,Neutral,Neutral,VeryWet,Dry,Wet,Wet,PC,PC,PC,PC,Weak,Strong,Westerly,Strong,None,Weak,Some,IncCapDecIns,Increasing,Negative,LittleChange,SIG,Jul16_Aug10,C,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Strong,Strong,C,XNIL,XNIL,SIG,LowEvrywhere,Steep,Dry,Steep,NoMajor,MoistMDryL,E_W_N,SigPositive,QStationary,NWQuad,LVorOther,LV
3908,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,Neutral,Cloudy,Clear,Cloudy,Cloudy,Strong,Strong,DCVZFavor,Weak,Strong,Strong,Marked,LittleChange,LittleChange,WeakPos,LittleChange,SVR,May15_Jun14,D,CThruK,None,Average,Average,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,D,None,Moderate,Strong,D,SIG,SVR,SVR,LowSHighN,Stable,Average,CloseToDryAd,OtherRapid,MoistMDryL,Other,LittleChange,None,NWQuad,LVorOther,LongAnticyc
3909,Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Wet,VeryWet,Wet,Clear,Cloudy,PC,PC,Strong,Strong,Westerly,Weak,Strong,Strong,Some,DecCapIncIns,Decreasing,Neutral,Decreasing,XNIL,Jul2_Jul15,C,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,Stifling,Weak,None,C,XNIL,XNIL,XNIL,Other,Steep,Dry,ModerateOrLe,MarkedUpper,MoistMDryL,E_W_N,NegToPos,Other,AllElse,Westerly,LV
3910,Down,Neutral,Down,Neutral,Neutral,VeryWet,Neutral,Wet,Wet,Cloudy,Clear,Cloudy,PC,Weak,Strong,StrongWest,Strong,None,Strong,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Jun15_Jul1,K,CThruK,None,Average,Average,K,N5GtLIGt_8,Stability,Average,MoreUnstable,ACEFK,None,Strong,Strong,K,XNIL,XNIL,SIG,Other,Steep,Average,ModerateOrLe,MarkedUpper,Other,E_W_N,SigPositive,None,AllElse,LVorOther,WidespdDnsl
3911,Neutral,WeakUp,Down,Neutral,Neutral,Dry,Dry,Wet,Wet,PC,PC,PC,PC,Weak,Strong,StrongWest,Weak,Weak,None,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Aug20_Sep15,J,CThruK,None,LessThanAve,Average,CDEJ,N5GtLIGt_8,Stability,Average,MoreUnstable,GJ,TotalInhibit,Weak,None,J,XNIL,XNIL,SIG,LowSHighN,Steep,Average,Steep,NoMajor,DryMMoistL,DryLine,LittleChange,None,LV,LVorOther,LV
3912,StrongUp,Neutral,Down,WeakUp,WeakUp,Wet,VeryWet,VeryWet,Wet,PC,Clear,PC,PC,Strong,Strong,DCVZFavor,Strong,None,Strong,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,May15_Jun14,K,CThruK,PartInhibit,Average,MoreThanAve,K,N5GtLIGt_8,Stability,LessUnstable,MoreUnstable,ACEFK,PartInhibit,Strong,Strong,K,SIG,SIG,SIG,LowMtsHighPl,ModerateOrLe,VeryMoist,Steep,StrongFront,DryMMoistL,MovingFtorOt,SigPositive,None,NWQuad,LVorOther,WidespdDnsl
3913,WeakUp,Neutral,Down,Down,Down,Neutral,Dry,Dry,Dry,PC,PC,PC,Clear,Strong,Strong,Westerly,Strong,None,Weak,Marked,DecCapIncIns,Decreasing,WeakPos,LittleChange,SIG,Aug20_Sep15,K,CThruK,PartInhibit,Average,Average,K,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,None,K,SIG,SIG,SIG,Other,Steep,Dry,ModerateOrLe,MarkedUpper,DryMMoistL,DenvCyclone,SigPositive,None,NWQuad,Westerly,SEQuad
3914,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Neutral,PC,PC,PC,PC,Weak,Strong,StrongWest,Strong,Weak,Strong,Marked,LittleChange,LittleChange,WeakPos,Increasing,SVR,Jun15_Jul1,J,CThruK,Stifling,Average,Average,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,GJ,None,Weak,Moderate,J,XNIL,SIG,SVR,LowMtsHighPl,Stable,Dry,ModerateOrLe,NoMajor,MoistMDryL,DryLine,LittleChange,Other,LV,LVorOther,LV
3915,Down,Down,Down,Down,Down,Dry,Neutral,VeryWet,Neutral,PC,PC,PC,PC,Weak,Strong,StrongWest,Strong,Strong,Weak,Marked,IncCapDecIns,Increasing,Neutral,Increasing,SVR,Aug20_Sep15,A,AB,Stifling,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Instability,Average,MoreUnstable,ACEFK,PartInhibit,Weak,Slight,A,SVR,SVR,SVR,LowSHighN,Steep,VeryMoist,Steep,OtherRapid,DryMMoistL,DenvCyclone,SigNegative,Moving,SWQuad,Westerly,DenvCyclone
3916,Neutral,Down,Neutral,Down,Down,VeryWet,VeryWet,VeryWet,Wet,Clear,PC,Cloudy,PC,None,Weak,Westerly,Weak,Weak,Strong,Some,LittleChange,LittleChange,Negative,Decreasing,XNIL,Aug11_Aug20,F,CThruK,None,LessThanAve,LessThanAve,F,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,None,Weak,Strong,F,XNIL,XNIL,XNIL,HighEvrywher,ModerateOrLe,VeryMoist,ModerateOrLe,MarkedUpper,Other,None,PosToNeg,None,LV,LVorOther,SEQuad
3917,WeakUp,StronUp,Neutral,Neutral,Neutral,Dry,Neutral,VeryWet,VeryWet,Cloudy,Clear,Cloudy,Cloudy,Strong,Strong,Other,Weak,Weak,Weak,Some,LittleChange,LittleChange,WeakPos,Increasing,SIG,Aug11_Aug20,K,CThruK,PartInhibit,Average,Average,K,N1GtLIGt_4,Stability,MoreUnstable,MoreUnstable,ACEFK,Stifling,Unfavorable,None,K,XNIL,XNIL,SIG,HighEvrywher,ModerateOrLe,Average,ModerateOrLe,StrongFront,DryMMoistL,E_W_N,SigPositive,Other,NWQuad,Westerly,SEQuad
3918,StrongUp,WeakUp,Down,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,PC,PC,PC,PC,Weak,Strong,DCVZFavor,Strong,Weak,Strong,Marked,LittleChange,LittleChange,WeakPos,Increasing,XNIL,Jul2_Jul15,B,AB,Stifling,MoreThanAve,MoreThanAve,ABI,LIGt0,Neutral,LessUnstable,LessUnstable,B,TotalInhibit,Unfavorable,None,B,XNIL,XNIL,XNIL,LowEvrywhere,ModerateOrLe,Average,CloseToDryAd,NoMajor,Other,DenvCyclone,LittleChange,Other,LV,LVorOther,SEQuad
3919,StrongUp,WeakUp,StrongUp,StrongUp,StrongUp,Neutral,VeryWet,Wet,VeryWet,PC,Cloudy,PC,PC,None,None,DCVZFavor,None,None,None,None,LittleChange,LittleChange,WeakPos,Increasing,XNIL,May15_Jun14,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,Average,MoreUnstable,B,PartInhibit,Weak,Moderate,B,SIG,SIG,SIG,LowMtsHighPl,Steep,Average,ModerateOrLe,NoMajor,Other,DenvCyclone,LittleChange,Other,NWQuad,Westerly,E_NE
3920,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Dry,PC,Clear,Clear,Clear,None,Strong,DCVZFavor,Weak,None,Weak,Marked,LittleChange,LittleChange,Negative,Decreasing,SIG,May15_Jun14,G,CThruK,PartInhibit,LessThanAve,LessThanAve,G,N5GtLIGt_8,Stability,Average,LessUnstable,GJ,PartInhibit,Unfavorable,None,G,XNIL,XNIL,SIG,LowEvrywhere,ModerateOrLe,Dry,CloseToDryAd,OtherRapid,Other,DryLine,PosToNeg,None,AllElse,Westerly,WidespdDnsl
3921,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,PC,Cloudy,PC,PC,Weak,Strong,Other,Weak,None,Weak,None,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,Aug20_Sep15,B,AB,None,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Instability,Average,LessUnstable,B,Stifling,Moderate,Moderate,B,XNIL,XNIL,SIG,LowMtsHighPl,Steep,VeryMoist,Steep,NoMajor,Other,DenvCyclone,NegToPos,Moving,SWQuad,LVorOther,DenvCyclone
3922,Down,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Dry,Neutral,PC,PC,Cloudy,Cloudy,Weak,Strong,DCVZFavor,Weak,None,None,Some,IncCapDecIns,Increasing,Negative,Increasing,XNIL,May15_Jun14,I,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,ABI,N5GtLIGt_8,Instability,Average,MoreUnstable,HI,None,Unfavorable,None,I,XNIL,XNIL,XNIL,LowSHighN,ModerateOrLe,VeryMoist,ModerateOrLe,MarkedUpper,MoistMDryL,E_W_S,SigNegative,QStationary,LV,LVorOther,DenvCyclone
3923,Neutral,Neutral,Down,Neutral,Neutral,Neutral,Dry,Dry,Dry,PC,Clear,Clear,Clear,Weak,Strong,DCVZFavor,Strong,None,Weak,Marked,IncCapDecIns,Increasing,Negative,LittleChange,SIG,Jul16_Aug10,E,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,LIGt0,Neutral,LessUnstable,LessUnstable,ACEFK,None,Moderate,Strong,E,SIG,SIG,SIG,Other,Steep,Average,ModerateOrLe,OtherRapid,MoistMDryL,DenvCyclone,SigNegative,Other,SWQuad,Westerly,E_NE
3924,StrongUp,WeakUp,WeakUp,StrongUp,StrongUp,Neutral,Wet,Dry,Neutral,PC,Clear,PC,Cloudy,None,None,Other,None,None,None,None,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,Aug11_Aug20,E,CThruK,PartInhibit,MoreThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Strong,Strong,E,SIG,SIG,SIG,LowNHighS,Steep,Average,ModerateOrLe,NoMajor,MoistMDryL,None,PosToNeg,None,SWQuad,LVorOther,WidespdDnsl
3925,Neutral,Neutral,Down,Down,Down,Neutral,Neutral,Neutral,Dry,PC,PC,PC,Clear,Strong,Strong,Other,None,Weak,Weak,None,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Aug11_Aug20,A,AB,PartInhibit,Average,MoreThanAve,ABI,N1GtLIGt_4,Neutral,Average,MoreUnstable,ACEFK,None,Weak,Moderate,A,SIG,SIG,SIG,Other,ModerateOrLe,Average,Steep,StrongFront,Other,DenvCyclone,PosToNeg,Other,SWQuad,LVorOther,DenvCyclone
3926,Down,Down,StrongUp,Down,Down,Dry,VeryWet,Dry,Dry,PC,Clear,PC,Cloudy,Strong,Strong,Westerly,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,May15_Jun14,A,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Unfavorable,None,A,SVR,SVR,SVR,LowEvrywhere,Steep,Average,Steep,MarkedUpper,Other,E_W_S,PosToNeg,Other,SWQuad,Westerly,DenvCyclone
3927,Down,WeakUp,Neutral,WeakUp,WeakUp,Neutral,Neutral,Wet,Wet,PC,Clear,Clear,Clear,None,None,DCVZFavor,None,None,None,None,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,Jun15_Jul1,I,CThruK,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,HI,None,Weak,Slight,I,XNIL,XNIL,XNIL,LowSHighN,Stable,Average,ModerateOrLe,StrongFront,Other,E_W_S,SigNegative,QStationary,NWQuad,LVorOther,DenvCyclone
3928,StrongUp,StronUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,None,Weak,StrongWest,Strong,None,Strong,Marked,DecCapIncIns,Decreasing,Neutral,Decreasing,SIG,May15_Jun14,H,CThruK,Stifling,Average,LessThanAve,H,N1GtLIGt_4,Neutral,Average,Average,HI,PartInhibit,Moderate,Slight,H,SIG,SIG,SIG,HighEvrywher,Stable,Average,Steep,MarkedUpper,DryMMoistL,MovingFtorOt,SigNegative,None,NWQuad,LVorOther,E_NE
3929,StrongUp,Neutral,Down,Neutral,Neutral,Wet,Neutral,Neutral,Wet,Clear,Cloudy,PC,PC,Weak,Strong,Other,Weak,None,Weak,None,IncCapDecIns,Increasing,Negative,LittleChange,SVR,Aug11_Aug20,E,CThruK,PartInhibit,Average,Average,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,None,Moderate,Strong,E,XNIL,XNIL,SVR,LowEvrywhere,Steep,Dry,Steep,MarkedUpper,MoistMDryL,None,SigPositive,Other,SWQuad,LVorOther,WidespdDnsl
3930,Down,WeakUp,StrongUp,WeakUp,WeakUp,Wet,Wet,Wet,Wet,Cloudy,Clear,Clear,PC,Strong,Strong,DCVZFavor,Strong,None,Weak,Marked,LittleChange,LittleChange,Negative,Decreasing,SVR,Jul16_Aug10,B,AB,Stifling,Average,Average,ABI,LILt_8,Stability,Average,LessUnstable,B,None,Unfavorable,None,B,XNIL,XNIL,SVR,LowSHighN,ModerateOrLe,VeryMoist,Steep,NoMajor,DryMMoistL,DenvCyclone,LittleChange,QStationary,AllElse,Westerly,SEQuad
3931,Neutral,WeakUp,Neutral,WeakUp,WeakUp,Wet,Wet,Wet,Neutral,Cloudy,Clear,Cloudy,Cloudy,Strong,Strong,Westerly,None,None,None,None,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,May15_Jun14,D,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N5GtLIGt_8,Neutral,Average,Average,D,None,Strong,Strong,D,XNIL,XNIL,SIG,LowEvrywhere,CloseToDryAd,Average,Steep,OtherRapid,Other,DryLine,NegToPos,None,NWQuad,Westerly,SEQuad
3932,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Dry,PC,PC,PC,Clear,Weak,Strong,Other,None,None,None,None,LittleChange,LittleChange,Neutral,LittleChange,SIG,Jul16_Aug10,F,CThruK,PartInhibit,Average,Average,F,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Strong,Moderate,F,XNIL,XNIL,SIG,HighEvrywher,Steep,VeryMoist,ModerateOrLe,NoMajor,Other,None,PosToNeg,Other,AllElse,LVorOther,E_NE
3933,StrongUp,StronUp,Down,StrongUp,StrongUp,Neutral,Wet,Wet,VeryWet,Clear,PC,Clear,PC,None,None,StrongWest,None,None,Weak,None,DecCapIncIns,Decreasing,StrongPos,Increasing,XNIL,May15_Jun14,B,AB,Stifling,MoreThanAve,MoreThanAve,ABI,LIGt0,Stability,LessUnstable,MoreUnstable,B,PartInhibit,Moderate,Strong,B,SIG,SIG,SIG,HighEvrywher,Steep,Dry,ModerateOrLe,NoMajor,DryMMoistL,E_W_S,SigNegative,Other,AllElse,LVorOther,DenvCyclone
3934,Neutral,Neutral,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Cloudy,Clear,Cloudy,Cloudy,Weak,Strong,StrongWest,Weak,Weak,Weak,Marked,LittleChange,LittleChange,Negative,Decreasing,SIG,Aug20_Sep15,G,CThruK,Stifling,MoreThanAve,MoreThanAve,G,LILt_8,Neutral,MoreUnstable,MoreUnstable,GJ,PartInhibit,Weak,None,G,XNIL,XNIL,SIG,LowAtStation,CloseToDryAd,Dry,CloseToDryAd,NoMajor,MoistMDryL,Other,LittleChange,None,NWQuad,Westerly,LV
3935,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Dry,Neutral,Dry,Cloudy,Clear,Cloudy,Cloudy,Strong,Strong,Westerly,None,None,None,Some,IncCapDecIns,Increasing,Neutral,Increasing,SVR,Jul16_Aug10,E,CThruK,PartInhibit,LessThanAve,Average,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Strong,Slight,E,SIG,SIG,SVR,LowAtStation,Stable,Average,Steep,NoMajor,MoistMDryL,None,PosToNeg,Other,SWQuad,LVorOther,SEQuad
3936,WeakUp,Neutral,StrongUp,WeakUp,WeakUp,Wet,Wet,VeryWet,VeryWet,PC,PC,PC,PC,Weak,Weak,StrongWest,Weak,Weak,Weak,None,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Jun15_Jul1,B,AB,Stifling,Average,MoreThanAve,ABI,LIGt0,Instability,LessUnstable,LessUnstable,B,None,Moderate,Strong,B,SIG,SIG,SIG,Other,Steep,Dry,Steep,NoMajor,DryMMoistL,DenvCyclone,LittleChange,Other,NWQuad,Westerly,SEQuad
3937,StrongUp,Down,WeakUp,WeakUp,WeakUp,VeryWet,Neutral,Wet,Wet,Clear,Clear,Clear,PC,Weak,Weak,StrongWest,None,Strong,Strong,Some,LittleChange,LittleChange,Negative,LittleChange,XNIL,May15_Jun14,K,CThruK,Stifling,MoreThanAve,MoreThanAve,K,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Weak,None,K,XNIL,XNIL,XNIL,Other,Stable,Average,CloseToDryAd,MarkedUpper,MoistMDryL,Other,PosToNeg,None,NWQuad,Westerly,WidespdDnsl
3938,Neutral,Down,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,Neutral,PC,PC,PC,PC,Strong,Strong,Other,None,Weak,Strong,None,LittleChange,LittleChange,WeakPos,LittleChange,SIG,Jun15_Jul1,E,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,None,Weak,Moderate,E,SIG,SIG,SIG,Other,Steep,Average,Steep,OtherRapid,MoistMDryL,None,LittleChange,None,AllElse,Westerly,LongAnticyc
3939,Down,Down,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,PC,Clear,Clear,Weak,Strong,Westerly,Strong,Weak,Weak,Some,DecCapIncIns,Decreasing,Neutral,LittleChange,SVR,May15_Jun14,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Instability,Average,Average,B,PartInhibit,Moderate,Slight,B,SIG,SIG,SVR,HighEvrywher,Steep,Dry,ModerateOrLe,NoMajor,DryMMoistL,DenvCyclone,PosToNeg,QStationary,SWQuad,LVorOther,DenvCyclone
3940,Down,Neutral,Neutral,Neutral,Neutral,Dry,Wet,Wet,VeryWet,Clear,PC,Clear,Clear,None,Weak,Other,None,Weak,Strong,None,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,Jul16_Aug10,B,AB,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Instability,Average,Average,B,None,Moderate,Slight,B,SIG,SIG,SIG,Other,ModerateOrLe,Average,ModerateOrLe,NoMajor,MoistMDryL,None,SigPositive,Other,AllElse,LVorOther,DenvCyclone
3941,Down,StronUp,Neutral,WeakUp,WeakUp,Neutral,Wet,Neutral,Wet,Clear,PC,Clear,PC,None,Weak,Westerly,Weak,None,Weak,None,LittleChange,LittleChange,Negative,LittleChange,XNIL,May15_Jun14,D,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,D,None,Strong,Moderate,D,SIG,SIG,SIG,LowEvrywhere,ModerateOrLe,Average,Steep,StrongFront,Other,DryLine,SigPositive,Other,AllElse,Westerly,LongAnticyc
