,BirthAsphyxia,HypDistrib,HypoxiaInO2,CO2,ChestXray,Grunting,LVHreport,LowerBodyO2,RUQO2,CO2Report,XrayReport,Disease,GruntingReport,Age,LVH,DuctFlow,CardiacMixing,LungParench,LungFlow,Sick
3720,no,Equal,Mild,Normal,Oligaemic,no,yes,12+,12+,<7.5,Oligaemic,PAIVS,no,4-10_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3721,no,Equal,Severe,Normal,Asy/Patch,yes,no,5-12,<5,<7.5,Asy/Patchy,PFC,yes,0-3_days,no,Lt_to_Rt,Mild,Abnormal,Low,yes
3722,no,Equal,Moderate,Normal,Asy/Patch,no,yes,5-12,5-12,<7.5,Asy/Patchy,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,Low,yes
3723,no,Equal,Moderate,Normal,Grd_Glass,yes,no,5-12,<5,<7.5,Grd_Glass,TAPVD,no,0-3_days,no,Rt_to_Lt,Complete,Congested,Normal,yes
3724,yes,Equal,Mild,Low,Oligaemic,no,no,12+,12+,>=7.5,Oligaemic,Fallot,no,0-3_days,no,Lt_to_Rt,Mild,Normal,Low,yes
3725,yes,Unequal,Severe,Normal,Plethoric,no,no,<5,<5,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
3726,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,12+,<7.5,Oligaemic,Fallot,no,4-10_days,no,Lt_to_Rt,Mild,Normal,Low,yes
3727,no,Equal,Moderate,High,Oligaemic,no,no,5-12,5-12,>=7.5,Oligaemic,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
3728,no,Equal,Moderate,Normal,Plethoric,no,yes,5-12,5-12,<7.5,Plethoric,TGA,no,4-10_days,yes,None,Transp.,Normal,High,no
3729,no,Equal,Severe,Normal,Plethoric,no,no,5-12,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
3730,no,Equal,Severe,Low,Oligaemic,no,no,<5,12+,<7.5,Oligaemic,Fallot,yes,11-30_days,no,Lt_to_Rt,Complete,Congested,Low,no
3731,no,Equal,Moderate,Normal,Normal,no,no,<5,5-12,<7.5,Normal,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Low,no
3732,no,Equal,Moderate,Low,Plethoric,no,no,5-12,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
3733,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,<5,<7.5,Oligaemic,Fallot,yes,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
3734,no,Equal,Moderate,Normal,Plethoric,yes,no,<5,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,None,Mild,Normal,High,yes
3735,no,Unequal,Severe,Normal,Plethoric,no,no,12+,<5,<7.5,Plethoric,TGA,no,4-10_days,no,Rt_to_Lt,Transp.,Normal,High,yes
3736,no,Equal,Moderate,Normal,Normal,no,no,5-12,<5,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
3737,no,Equal,Moderate,High,Grd_Glass,no,no,<5,5-12,>=7.5,Grd_Glass,TGA,no,0-3_days,no,None,Transp.,Abnormal,High,no
3738,no,Equal,Severe,Normal,Plethoric,no,no,<5,5-12,<7.5,Normal,TGA,no,4-10_days,no,None,Transp.,Normal,High,no
3739,no,Equal,Severe,Normal,Grd_Glass,no,no,<5,5-12,<7.5,Grd_Glass,TGA,no,11-30_days,no,None,Transp.,Normal,High,yes
3740,yes,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,Fallot,no,11-30_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3741,no,Equal,Moderate,Normal,Oligaemic,no,no,<5,12+,<7.5,Oligaemic,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,yes
3742,no,Equal,Moderate,Normal,Plethoric,no,yes,5-12,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,None,Complete,Normal,High,no
3743,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,Fallot,yes,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
3744,no,Equal,Severe,Normal,Normal,no,no,<5,<5,<7.5,Normal,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Normal,no
3745,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Grd_Glass,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3746,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
3747,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
3748,no,Equal,Mild,Normal,Normal,no,no,<5,12+,<7.5,Grd_Glass,TGA,no,4-10_days,no,None,Mild,Normal,High,no
3749,no,Equal,Severe,High,Asy/Patch,no,no,5-12,5-12,>=7.5,Asy/Patchy,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Abnormal,Low,yes
3750,no,Equal,Severe,Normal,Oligaemic,no,no,<5,5-12,<7.5,Oligaemic,PAIVS,no,4-10_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3751,no,Equal,Severe,High,Normal,no,yes,<5,<5,>=7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3752,no,Equal,Mild,Normal,Oligaemic,no,no,12+,12+,<7.5,Oligaemic,Fallot,no,11-30_days,no,None,None,Normal,Low,yes
3753,no,Equal,Severe,Normal,Plethoric,no,no,<5,5-12,<7.5,Plethoric,TGA,yes,0-3_days,no,Lt_to_Rt,Transp.,Normal,High,yes
3754,no,Equal,Severe,High,Asy/Patch,yes,no,12+,5-12,>=7.5,Asy/Patchy,Fallot,no,0-3_days,no,Lt_to_Rt,Mild,Abnormal,Low,no
3755,no,Equal,Moderate,Low,Oligaemic,no,yes,12+,<5,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3756,yes,Unequal,Moderate,Normal,Oligaemic,yes,no,5-12,5-12,<7.5,Oligaemic,PFC,no,0-3_days,yes,Rt_to_Lt,Mild,Congested,Low,no
3757,no,Equal,Moderate,Normal,Oligaemic,no,no,12+,5-12,<7.5,Oligaemic,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
3758,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,>=7.5,Asy/Patchy,Fallot,no,11-30_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3759,no,Equal,Severe,Normal,Oligaemic,no,no,<5,<5,<7.5,Oligaemic,PAIVS,no,0-3_days,no,Lt_to_Rt,Complete,Congested,Low,no
3760,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,12+,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
3761,no,Equal,Moderate,Normal,Oligaemic,no,yes,<5,5-12,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3762,no,Equal,Moderate,High,Asy/Patch,yes,no,5-12,5-12,>=7.5,Asy/Patchy,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Abnormal,Normal,no
3763,no,Equal,Moderate,Normal,Oligaemic,no,yes,<5,<5,<7.5,Asy/Patchy,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3764,no,Equal,Severe,Normal,Oligaemic,no,no,<5,<5,<7.5,Oligaemic,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
3765,no,Equal,Severe,Normal,Plethoric,yes,no,5-12,5-12,<7.5,Plethoric,Fallot,yes,0-3_days,no,Lt_to_Rt,Complete,Abnormal,Low,no
3766,no,Equal,Moderate,Normal,Plethoric,no,no,5-12,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
3767,yes,Unequal,Moderate,High,Asy/Patch,yes,no,5-12,5-12,>=7.5,Asy/Patchy,Lung,no,0-3_days,no,Rt_to_Lt,None,Abnormal,Normal,yes
3768,no,Equal,Moderate,Normal,Grd_Glass,no,no,<5,<5,<7.5,Grd_Glass,TAPVD,no,0-3_days,no,Lt_to_Rt,Complete,Congested,Normal,yes
3769,no,Equal,Mild,Normal,Normal,no,no,12+,12+,<7.5,Normal,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,yes
3770,no,Equal,Moderate,Normal,Normal,no,yes,<5,5-12,<7.5,Normal,PAIVS,no,4-10_days,yes,Lt_to_Rt,Complete,Normal,Normal,no
3771,no,Equal,Severe,Normal,Plethoric,no,no,5-12,<5,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
3772,no,Equal,Severe,High,Grd_Glass,yes,no,5-12,<5,>=7.5,Grd_Glass,Fallot,yes,0-3_days,no,None,Complete,Abnormal,Low,yes
3773,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,<5,<7.5,Normal,PAIVS,no,4-10_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3774,yes,Equal,Severe,Normal,Plethoric,yes,no,12+,5-12,<7.5,Plethoric,TGA,yes,0-3_days,no,None,Transp.,Normal,High,no
3775,no,Equal,Moderate,Normal,Plethoric,no,no,<5,<5,<7.5,Plethoric,TAPVD,no,0-3_days,no,None,Complete,Normal,High,no
3776,yes,Equal,Mild,Normal,Plethoric,no,yes,5-12,12+,<7.5,Plethoric,TGA,no,0-3_days,yes,Lt_to_Rt,None,Normal,High,no
3777,no,Equal,Severe,Normal,Plethoric,no,no,<5,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
3778,no,Equal,Moderate,Normal,Plethoric,no,no,5-12,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
3779,no,Equal,Severe,Low,Asy/Patch,yes,no,5-12,<5,<7.5,Asy/Patchy,PAIVS,yes,0-3_days,no,Lt_to_Rt,Complete,Abnormal,Low,yes
3780,no,Equal,Mild,Normal,Oligaemic,no,no,12+,5-12,<7.5,Oligaemic,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,yes
3781,no,Equal,Severe,High,Plethoric,no,yes,<5,<5,>=7.5,Plethoric,TGA,no,0-3_days,yes,None,Transp.,Normal,High,no
3782,no,Unequal,Mild,Normal,Asy/Patch,yes,no,<5,5-12,<7.5,Asy/Patchy,Lung,yes,0-3_days,no,Rt_to_Lt,None,Abnormal,Normal,yes
3783,no,Equal,Mild,Normal,Plethoric,no,no,12+,5-12,<7.5,Plethoric,TGA,no,11-30_days,no,Rt_to_Lt,Transp.,Normal,High,no
3784,no,Equal,Moderate,Normal,Plethoric,no,no,12+,5-12,<7.5,Plethoric,TGA,yes,0-3_days,no,None,Complete,Normal,High,no
3785,no,Equal,Severe,High,Grd_Glass,yes,no,<5,<5,>=7.5,Asy/Patchy,TAPVD,yes,4-10_days,no,None,Complete,Abnormal,High,no
3786,no,Equal,Severe,Normal,Oligaemic,no,no,5-12,<5,<7.5,Oligaemic,Fallot,no,0-3_days,no,None,Complete,Normal,Low,no
3787,no,Equal,Severe,Normal,Normal,no,yes,<5,<5,<7.5,Asy/Patchy,TGA,no,0-3_days,yes,None,Transp.,Normal,High,no
3788,no,Equal,Moderate,Normal,Normal,no,yes,5-12,5-12,<7.5,Normal,PAIVS,no,4-10_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3789,no,Equal,Mild,High,Plethoric,no,no,5-12,<5,>=7.5,Plethoric,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Normal,no
3790,no,Equal,Moderate,Normal,Plethoric,no,no,<5,5-12,<7.5,Plethoric,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Normal,no
3791,yes,Equal,Severe,Normal,Normal,no,no,<5,5-12,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,Normal,yes
3792,no,Unequal,Mild,High,Asy/Patch,yes,no,<5,5-12,>=7.5,Asy/Patchy,PFC,yes,0-3_days,no,Rt_to_Lt,None,Abnormal,Low,no
3793,no,Equal,Moderate,Normal,Plethoric,no,no,5-12,<5,<7.5,Plethoric,TGA,no,4-10_days,no,Lt_to_Rt,Complete,Normal,High,no
3794,no,Equal,Mild,High,Asy/Patch,yes,no,12+,5-12,>=7.5,Asy/Patchy,Lung,yes,0-3_days,no,None,None,Abnormal,Normal,yes
3795,no,Unequal,Severe,Normal,Plethoric,yes,no,<5,12+,<7.5,Plethoric,TGA,yes,11-30_days,no,Rt_to_Lt,Transp.,Normal,High,yes
3796,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
3797,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
3798,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,<5,<7.5,Oligaemic,Fallot,yes,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
3799,no,Equal,Severe,Normal,Plethoric,no,no,<5,12+,<7.5,Asy/Patchy,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
3800,yes,Unequal,Moderate,Normal,Asy/Patch,yes,no,5-12,<5,<7.5,Asy/Patchy,Fallot,yes,11-30_days,no,None,Complete,Abnormal,Low,no
3801,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,<5,<7.5,Oligaemic,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Low,no
3802,no,Equal,Severe,Normal,Plethoric,no,no,<5,<5,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
3803,no,Equal,Severe,Normal,Plethoric,no,yes,12+,<5,<7.5,Plethoric,TGA,yes,0-3_days,yes,Lt_to_Rt,Transp.,Normal,High,yes
3804,no,Equal,Moderate,High,Asy/Patch,yes,no,5-12,5-12,>=7.5,Asy/Patchy,TAPVD,yes,4-10_days,no,Lt_to_Rt,Complete,Congested,Normal,yes
3805,yes,Equal,Severe,Normal,Plethoric,no,no,<5,<5,>=7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,yes
3806,no,Equal,Severe,Normal,Plethoric,no,no,5-12,5-12,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
3807,no,Equal,Moderate,Normal,Normal,no,yes,5-12,<5,<7.5,Normal,TGA,no,0-3_days,yes,None,Transp.,Normal,High,no
3808,no,Unequal,Moderate,Normal,Normal,no,no,5-12,5-12,<7.5,Normal,Fallot,no,0-3_days,no,Lt_to_Rt,Mild,Normal,High,yes
3809,no,Unequal,Mild,High,Normal,no,no,5-12,12+,>=7.5,Normal,PFC,no,0-3_days,no,Rt_to_Lt,None,Normal,Normal,no
3810,no,Equal,Severe,Normal,Normal,no,yes,<5,<5,<7.5,Oligaemic,TGA,no,0-3_days,no,None,Transp.,Normal,High,yes
3811,no,Equal,Moderate,Low,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3812,no,Unequal,Moderate,Normal,Asy/Patch,yes,no,5-12,<5,<7.5,Asy/Patchy,PFC,no,11-30_days,no,Rt_to_Lt,Mild,Abnormal,Low,yes
3813,no,Equal,Severe,Normal,Normal,no,no,5-12,<5,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,Normal,no
3814,no,Equal,Severe,Normal,Asy/Patch,yes,no,<5,<5,<7.5,Asy/Patchy,Fallot,yes,11-30_days,no,None,Complete,Abnormal,Low,no
3815,no,Equal,Severe,Normal,Plethoric,no,no,<5,<5,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
3816,no,Equal,Severe,Normal,Normal,no,no,5-12,<5,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,Normal,no
3817,no,Equal,Moderate,Normal,Grd_Glass,no,no,<5,5-12,<7.5,Grd_Glass,PFC,yes,0-3_days,no,Rt_to_Lt,Complete,Normal,Normal,yes
3818,no,Equal,Moderate,Normal,Oligaemic,no,yes,<5,5-12,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3819,no,Unequal,Moderate,Normal,Asy/Patch,yes,no,<5,5-12,<7.5,Oligaemic,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Abnormal,Normal,no
3820,no,Equal,Moderate,Normal,Plethoric,no,yes,<5,5-12,>=7.5,Normal,TGA,no,0-3_days,no,Lt_to_Rt,Complete,Normal,High,no
3821,no,Equal,Severe,Normal,Plethoric,no,no,<5,12+,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
3822,no,Equal,Severe,Normal,Plethoric,no,no,5-12,<5,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
3823,no,Equal,Severe,High,Asy/Patch,yes,yes,5-12,<5,>=7.5,Plethoric,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,Low,no
3824,no,Equal,Mild,High,Oligaemic,no,no,12+,12+,>=7.5,Oligaemic,Fallot,no,4-10_days,no,None,Complete,Normal,Low,no
3825,no,Equal,Mild,High,Plethoric,no,no,12+,12+,>=7.5,Plethoric,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,High,no
3826,no,Equal,Moderate,Normal,Oligaemic,no,yes,<5,5-12,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
3827,no,Equal,Severe,Normal,Asy/Patch,no,no,<5,<5,<7.5,Asy/Patchy,TGA,no,0-3_days,no,None,Transp.,Abnormal,Low,yes
3828,no,Equal,Moderate,Low,Oligaemic,no,no,<5,<5,<7.5,Oligaemic,PAIVS,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,no
3829,no,Equal,Severe,Normal,Plethoric,no,no,12+,12+,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,yes
3830,no,Equal,Severe,High,Asy/Patch,yes,no,5-12,<5,>=7.5,Asy/Patchy,TGA,yes,4-10_days,no,None,Transp.,Abnormal,Normal,no
3831,no,Equal,Severe,Normal,Oligaemic,no,no,<5,<5,<7.5,Oligaemic,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,no
3832,no,Equal,Mild,High,Plethoric,no,no,12+,5-12,>=7.5,Plethoric,TGA,no,0-3_days,no,None,None,Normal,High,no
3833,no,Equal,Moderate,Normal,Normal,no,no,<5,5-12,<7.5,Normal,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,yes
3834,no,Equal,Moderate,Normal,Normal,yes,no,5-12,<5,<7.5,Normal,Fallot,yes,0-3_days,no,None,Complete,Normal,High,no
3835,no,Equal,Moderate,High,Asy/Patch,yes,no,5-12,5-12,>=7.5,Oligaemic,TGA,yes,11-30_days,no,None,Mild,Abnormal,Normal,yes
3836,no,Equal,Severe,Normal,Plethoric,no,no,<5,<5,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
3837,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,Fallot,no,11-30_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3838,yes,Equal,Mild,Normal,Plethoric,no,no,12+,12+,<7.5,Normal,TGA,no,11-30_days,no,Lt_to_Rt,Complete,Normal,High,no
3839,no,Equal,Severe,Normal,Normal,no,no,<5,5-12,<7.5,Normal,TAPVD,no,0-3_days,no,Lt_to_Rt,Complete,Congested,Low,yes
3840,no,Equal,Severe,Normal,Oligaemic,no,no,<5,<5,<7.5,Oligaemic,Fallot,yes,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,no
3841,no,Equal,Moderate,Normal,Normal,no,yes,5-12,<5,<7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3842,no,Equal,Moderate,Normal,Plethoric,no,no,5-12,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,None,Complete,Normal,High,no
3843,no,Equal,Moderate,Normal,Normal,yes,no,5-12,<5,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Abnormal,High,yes
3844,no,Equal,Moderate,Normal,Oligaemic,no,yes,12+,5-12,<7.5,Oligaemic,PAIVS,yes,4-10_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3845,no,Equal,Moderate,Normal,Normal,no,no,5-12,<5,>=7.5,Normal,TGA,no,0-3_days,no,None,Complete,Normal,Normal,no
3846,no,Equal,Moderate,Low,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,PAIVS,no,4-10_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3847,yes,Equal,Moderate,Normal,Asy/Patch,no,no,5-12,<5,<7.5,Asy/Patchy,TAPVD,yes,4-10_days,no,Rt_to_Lt,Complete,Congested,High,no
3848,no,Equal,Moderate,Normal,Asy/Patch,no,no,5-12,5-12,<7.5,Grd_Glass,TGA,no,0-3_days,no,None,Complete,Normal,Normal,no
3849,no,Equal,Severe,High,Oligaemic,yes,no,<5,<5,<7.5,Oligaemic,TGA,no,0-3_days,no,None,Complete,Abnormal,High,yes
3850,no,Equal,Severe,Normal,Oligaemic,no,no,5-12,5-12,>=7.5,Oligaemic,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,no
3851,no,Equal,Moderate,Normal,Asy/Patch,no,no,<5,5-12,<7.5,Asy/Patchy,TAPVD,no,4-10_days,no,Lt_to_Rt,Complete,Congested,High,no
3852,yes,Equal,Moderate,Normal,Plethoric,no,no,12+,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,None,Complete,Normal,High,no
3853,no,Equal,Moderate,High,Normal,no,no,<5,<5,>=7.5,Normal,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
3854,no,Equal,Severe,Normal,Plethoric,no,no,5-12,<5,<7.5,Grd_Glass,TGA,no,0-3_days,no,None,Transp.,Normal,High,yes
3855,no,Equal,Moderate,Low,Asy/Patch,yes,no,<5,5-12,>=7.5,Asy/Patchy,Fallot,yes,4-10_days,no,Lt_to_Rt,Complete,Abnormal,Normal,no
3856,no,Equal,Severe,Normal,Asy/Patch,yes,no,<5,5-12,<7.5,Asy/Patchy,TGA,no,0-3_days,no,None,Transp.,Abnormal,Normal,no
3857,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,<5,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3858,no,Equal,Severe,Normal,Normal,no,no,12+,5-12,<7.5,Normal,TGA,yes,0-3_days,no,Lt_to_Rt,Transp.,Normal,Normal,no
3859,no,Equal,Severe,Normal,Oligaemic,no,no,<5,<5,>=7.5,Oligaemic,TGA,no,0-3_days,no,None,Transp.,Normal,Low,no
3860,yes,Unequal,Severe,Normal,Plethoric,no,no,12+,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,Rt_to_Lt,Transp.,Normal,High,no
3861,no,Equal,Moderate,Normal,Oligaemic,no,yes,<5,5-12,<7.5,Oligaemic,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,yes
3862,yes,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3863,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,<5,<7.5,Oligaemic,Fallot,no,0-3_days,no,None,Complete,Normal,Low,yes
3864,no,Equal,Severe,Normal,Plethoric,no,no,<5,<5,<7.5,Plethoric,TGA,no,4-10_days,no,Lt_to_Rt,Transp.,Normal,High,no
3865,yes,Equal,Severe,Low,Normal,no,no,<5,5-12,<7.5,Normal,PAIVS,no,0-3_days,no,Lt_to_Rt,Complete,Congested,Low,yes
3866,no,Equal,Moderate,High,Plethoric,no,no,5-12,<5,>=7.5,Normal,TGA,yes,0-3_days,no,None,Transp.,Normal,High,no
3867,no,Equal,Moderate,High,Grd_Glass,no,no,12+,<5,>=7.5,Asy/Patchy,PAIVS,no,0-3_days,no,Lt_to_Rt,Complete,Congested,Low,no
3868,no,Equal,Severe,Normal,Oligaemic,no,yes,12+,5-12,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3869,no,Equal,Severe,Normal,Plethoric,no,no,<5,<5,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
3870,no,Equal,Severe,High,Asy/Patch,yes,no,<5,5-12,>=7.5,Normal,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,Low,no
3871,no,Equal,Mild,Low,Oligaemic,no,no,12+,12+,<7.5,Oligaemic,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,yes
3872,no,Equal,Severe,Normal,Grd_Glass,no,no,<5,5-12,<7.5,Grd_Glass,TGA,no,11-30_days,no,None,Transp.,Abnormal,High,no
3873,no,Equal,Mild,Normal,Grd_Glass,no,no,12+,<5,>=7.5,Grd_Glass,Lung,no,4-10_days,no,Lt_to_Rt,Mild,Abnormal,Normal,no
3874,yes,Equal,Severe,High,Asy/Patch,yes,yes,<5,<5,>=7.5,Asy/Patchy,PAIVS,yes,4-10_days,yes,Lt_to_Rt,Complete,Abnormal,Low,no
3875,no,Equal,Moderate,Normal,Asy/Patch,no,no,5-12,5-12,<7.5,Asy/Patchy,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Low,no
3876,no,Equal,Moderate,Normal,Normal,no,yes,5-12,5-12,<7.5,Normal,PAIVS,no,4-10_days,yes,Lt_to_Rt,Complete,Normal,Normal,no
3877,no,Equal,Moderate,Low,Plethoric,no,yes,<5,<5,<7.5,Plethoric,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Normal,High,yes
3878,yes,Equal,Moderate,Normal,Plethoric,no,no,5-12,5-12,<7.5,Plethoric,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,High,no
3879,no,Unequal,Moderate,High,Asy/Patch,yes,no,12+,5-12,>=7.5,Asy/Patchy,Lung,yes,0-3_days,no,Rt_to_Lt,Mild,Abnormal,Normal,no
3880,no,Equal,Mild,Normal,Oligaemic,no,no,5-12,12+,<7.5,Oligaemic,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Low,no
3881,no,Equal,Mild,Normal,Normal,no,no,12+,5-12,<7.5,Normal,TGA,no,4-10_days,no,None,Mild,Normal,Normal,no
3882,no,Equal,Moderate,Normal,Oligaemic,no,yes,<5,<5,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3883,no,Equal,Mild,High,Plethoric,no,yes,12+,5-12,>=7.5,Plethoric,TGA,no,0-3_days,yes,None,Complete,Normal,High,no
3884,no,Equal,Moderate,Normal,Plethoric,no,no,<5,5-12,<7.5,Normal,TGA,no,4-10_days,no,None,Transp.,Normal,High,no
3885,no,Equal,Severe,Normal,Plethoric,no,no,<5,12+,<7.5,Plethoric,TGA,no,11-30_days,no,Lt_to_Rt,Transp.,Normal,High,no
3886,no,Equal,Severe,Normal,Normal,no,no,5-12,12+,<7.5,Normal,Fallot,no,0-3_days,no,Lt_to_Rt,Mild,Normal,Normal,yes
